pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{1, 8, 17, 18}]","[]",4,262,"(412,1111);(1112,2424);(5465,6825);(6826,7788);(7789,8670);(19552,20615);(33064,34976);(35651,37972);(48777,51419);(51420,52350);(63819,65698);(65699,66718);(66901,67451);(68690,69190);(69191,69747);(80046,82901);(82902,84186);(95723,98637);(98638,99474);(112898,115733);(116311,117175);(117176,117819);(129066,129576);(129577,130387);(130388,132035);(132036,133172);(145204,147471);(147472,148033);(148703,149388);(161763,163091);(163092,163870);(164529,165042);(166613,167160);(177163,178288);(178289,178790);(179227,180375);(192810,193499);(193500,194696);(195158,195949);(211440,212337);(223999,224788);(255555,257954);(259217,260277);(260445,261176);(261633,262133);(271953,272616);(273202,273912);(274050,274815);(274816,276084);(276333,276840);(288830,290242);(290803,291465);(291667,292196);(292591,293187);(305098,306085);(306086,307541);(307542,308263);(308505,309212);(321708,323813);(323814,325518);(338623,339466);(339467,340097);(340098,341851);(355090,355743);(358345,359018);(369151,369794);(369992,371031);(371129,371834);(383394,384803);(398007,398806);(411174,411763);(411764,413018);(413019,413645);(426005,427780);(428483,429512);(441462,445967);(457782,458652);(458653,459925);(473369,475361);(475362,476580);(476756,477527);(477720,478310);(490220,492273);(492274,493011);(506016,506852);(506995,509854);(511654,512221);(521598,523461);(523517,524463);(537149,538630);(538816,539473);(552817,554071);(554072,555036);(581624,582575);(599329,600513);(613801,614454);(614672,615279);(615280,616108);(616109,616876);(618127,618784);(630335,632456);(632699,633277);(633278,634537);(634990,635597);(635808,636582);(646101,648624);(648625,649175);(649176,649676);(649868,650785);(663579,664104);(664236,665139);(678457,679020);(679021,679594);(681120,682052);(693994,695019);(695307,695960);(696621,697132);(708700,710064);(725551,726627);(727324,727865);(728101,728722);(728945,729527);(741978,744895);(745180,745915);(759068,760135);(761885,762385);(762386,762912);(763739,764249);(774750,776807);(776960,778039);(780971,781472);(790621,791719);(791720,792407);(792408,793409);(793410,794268);(806809,808144);(808145,809427);(821962,824580);(824581,825105);(837520,838659);(852533,853834);(866339,866852);(894165,896246);(909080,910338);(910339,910919);(911631,912136);(923999,926186);(926187,927636);(940090,941912);(942384,943112);(955216,957745);(957959,958515);(959498,960103);(971227,973144);(973145,973772);(986907,987512);(987626,988145);(988146,988934);(988935,989644);(1002154,1003170);(1003294,1003835);(1003836,1004612);(1004613,1005980);(1018595,1019814);(1033263,1033855);(1048672,1049249);(1049250,1049876);(1052984,1053870);(1063674,1064388);(1064389,1065491);(1076571,1078087);(1078182,1079199);(1090799,1092090);(1092743,1093627);(1093628,1095069);(1105434,1106142);(1106620,1107192);(1107286,1107924);(1107925,1108671);(1108672,1109369);(1121230,1123504);(1123930,1124457);(1136174,1136992);(1136993,1138221);(1138341,1139035);(1139158,1139746);(1152535,1153040);(1153640,1154257);(1154258,1155206);(1156230,1156839);(1167811,1169026);(1169027,1169832);(1171713,1172296);(1183126,1184540);(1184541,1186111);(1199084,1200870);(1265421,1266155);(1266156,1268150);(1268151,1268805);(1268980,1272017);(1272634,1273937);(1273938,1274820);(1277077,1277627);(1277993,1278763);(1278975,1279520);(1303252,1304655);(1305912,1306648);(1317070,1317593);(1317829,1318794);(1318795,1319414);(1331702,1332342);(1332343,1333521);(1333522,1334510);(1345963,1346721);(1346722,1347626);(1348422,1349186);(1362566,1363384);(1364236,1364839);(1376468,1377381);(1377620,1378158);(1392433,1393655);(1406889,1408640);(1408641,1409329);(1475919,1476509);(1487742,1488612);(1501347,1502629);(1515446,1516260);(1529738,1530437);(1530438,1531060);(1531061,1531654);(1544655,1545477);(1560136,1560713);(1573515,1574186);(1574605,1575170);(1615641,1616404);(1639535,1640476);(1653502,1654526);(1667805,1668368);(1669501,1670063);(1681047,1682007);(1695500,1696346);(1710088,1711443);(1712191,1712878);(1725698,1726576);(1803081,1803957);(1829353,1830105);(1830601,1831265);(1843502,1844915);(1858282,1859113);(1859704,1860295);(1874316,1874833);(1900601,1901471);(1942445,1943198);(2013270,2014071);(2038695,2039195);(2039315,2040322);(2191176,2191912);(2192064,2192822);(2344281,2345072);(2488679,2489205);(2609109,2609609);(2632683,2633244)"
"[{1, 8, 17, 21}]","[]",4,83,"(5465,6362);(6825,7337);(19486,20811);(33064,33982);(34075,35025);(48913,50358);(80046,81033);(96350,97104);(97247,97943);(112636,113169);(113170,113843);(114541,115078);(131233,132029);(146099,146760);(146761,147304);(289009,289940);(304900,306085);(306240,306872);(321956,322769);(323233,323745);(339266,340145);(368832,369354);(410686,411650);(426111,426701);(426939,427445);(442535,443416);(443806,444397);(444398,444965);(444966,445740);(473337,474063);(507144,507894);(508155,508927);(521903,522644);(537654,538437);(553312,553827);(581198,582142);(631071,632056);(663492,664125);(664299,665174);(677979,679018);(680117,680739);(709675,710251);(726013,726808);(729006,729696);(743610,744304);(759430,760032);(775165,776159);(777303,777956);(790814,791563);(808497,809323);(821993,823031);(894182,894994);(894995,896177);(924376,925753);(971953,972618);(1002495,1003170);(1003477,1004040);(1018828,1019505);(1064166,1065109);(1078428,1079108);(1090831,1091669);(1093074,1093599);(1121722,1122233);(1122321,1123059);(1151749,1152535);(1153794,1154455);(1167748,1168465);(1168948,1169881);(1184541,1185112);(1185113,1185682);(1198891,1199709);(1212972,1213804);(1266266,1267080);(1267081,1267752);(1268081,1268585);(1270146,1270867);(1271161,1271793);(1272925,1273485);(1377184,1377731);(1516653,1517192);(1710172,1710672);(1857820,1858572);(2191139,2191860)"
"[{1, 8, 17, 23}]","[]",4,75,"(125,654);(34421,34921);(35826,36361);(49080,49751);(49964,50469);(65432,66560);(80529,81914);(96460,97170);(97889,98726);(113291,113840);(115299,116070);(131298,132055);(146421,147999);(177508,178044);(178045,178927);(179041,179650);(275919,276820);(288876,289534);(290134,290821);(305157,306030);(306146,307343);(324480,325062);(339550,340213);(355420,356257);(410827,411328);(412824,413354);(443446,444222);(458042,458604);(473618,474137);(475796,476317);(490398,491407);(506919,507818);(521702,522589);(524551,525061);(537614,538437);(538908,539505);(581159,581788);(677979,678864);(694484,694985);(708730,709292);(725982,726801);(745171,745720);(759659,760343);(775747,776395);(777395,778094);(808608,809148);(822299,823287);(823288,824230);(837516,838017);(894831,895687);(1004446,1005124);(1019499,1020362);(1052243,1052743);(1063796,1064296);(1091078,1091726);(1121218,1122217);(1122218,1123489);(1138472,1139514);(1183459,1184330);(1186107,1186795);(1199438,1200308);(1266328,1266828);(1267280,1268006);(1268007,1268585);(1270174,1271097);(1271098,1271600);(1361388,1361907);(1362601,1363123);(1377218,1377955);(1407671,1408499);(1515446,1516051);(1530126,1530626);(1857845,1858602);(2144595,2145096);(2230014,2230563)"
"[{1, 8, 18, 21}]","[]",4,98,"(5465,6661);(19679,20456);(34075,34768);(64124,64638);(65936,66558);(79775,80585);(96262,97104);(97105,97940);(112737,113295);(146080,146844);(163771,164278);(178204,178790);(273079,273785);(288467,289383);(305054,306296);(322914,323651);(324894,325394);(338928,339466);(368914,369731);(397386,398318);(410969,411901);(411902,412636);(412637,413634);(426565,427284);(427285,428135);(441462,442192);(442520,443151);(443478,443979);(444513,445260);(473387,474133);(490211,490744);(508155,508656);(521590,522705);(522826,523468);(538214,538752);(580762,581485);(581624,582189);(599831,600455);(614748,615250);(616069,616735);(630335,631635);(648099,648725);(664299,665196);(679818,680346);(681417,681967);(694492,695053);(726013,726801);(727332,727869);(742357,742918);(743441,744290);(775349,776202);(792467,793057);(807195,807778);(808496,809107);(821993,822582);(822583,823275);(837301,838144);(838145,838659);(838962,839462);(853137,853860);(881386,881937);(894147,895082);(895083,895589);(911481,912145);(924464,925479);(926980,927519);(956397,956929);(971866,972812);(1002447,1003113);(1003774,1004275);(1004526,1005281);(1053230,1053751);(1063674,1064290);(1064291,1065109);(1076566,1077207);(1077850,1079067);(1090801,1091340);(1121707,1122235);(1139514,1140025);(1168305,1169026);(1184540,1185077);(1265301,1266135);(1269464,1270303);(1270304,1270867);(1272161,1273036);(1273037,1274038);(1331463,1332113);(1332410,1333149);(1362686,1363213);(1407438,1407995);(1475841,1476433);(1502979,1503542);(1626988,1627586);(1639199,1639873);(1803007,1803507);(2012962,2013558);(2167363,2168039);(2191245,2191860)"
"[{1, 8, 18, 23}]","[]",4,43,"(19552,20351);(49061,49887);(95931,97096);(112784,113780);(131298,132121);(145945,146456);(146736,147304);(193644,194150);(258938,259455);(288449,289266);(305054,306169);(307490,308301);(321934,322686);(324519,325269);(441462,442207);(443478,443978);(457781,458604);(507290,507922);(521777,523349);(523648,524307);(537912,538532);(616069,616595);(678201,679020);(743783,744731);(775865,776395);(791851,792407);(823239,823858);(837301,837825);(972072,972595);(987205,987866);(1004215,1005124);(1121882,1122659);(1168091,1168764);(1265283,1266180);(1267248,1267766);(1274074,1274651);(1278867,1279370);(1331422,1332221);(1362611,1363132);(1392431,1392953);(1830127,1830781);(2080349,2080916);(2191176,2191809)"
"[{1, 8, 21, 23}]","[]",4,8,"(305054,305990);(410969,411550);(678201,678964);(708691,709283);(972072,972579);(1063796,1064296);(1076571,1077193);(2094046,2094736)"
"[{1, 9, 12, 17}]","[]",4,2,"(1003018,1003563);(1332608,1333149)"
"[{1, 9, 12, 18}]","[]",4,1,"(1270286,1270825)"
"[{1, 9, 17, 18}]","[]",4,1,"(305098,305775)"
"[{1, 12, 17, 18}]","[]",4,52,"(5465,6085);(19523,20456);(49061,49562);(49696,50543);(80813,81452);(96340,97103);(114459,115211);(161991,162499);(223999,224510);(305157,305754);(306318,306836);(338930,339466);(398221,398721);(444512,445042);(476756,477311);(508155,509090);(537598,538213);(630424,631290);(631291,632117);(725551,726627);(728945,729751);(742546,743077);(743078,743637);(743638,744384);(759043,759907);(775275,776499);(791367,792018);(808496,809208);(822490,823239);(823423,823928);(824573,825177);(894283,895027);(895028,895726);(924735,925283);(925284,925942);(926198,926846);(971897,972845);(1077203,1077867);(1078317,1079144);(1090925,1091755);(1155573,1156167);(1265292,1266155);(1267248,1268520);(1269467,1271389);(1271390,1272070);(1272925,1273485);(1333021,1333582);(1362612,1363261);(1544653,1545153);(1573515,1574186);(1710088,1710588);(1710589,1711443)"
"[{1, 12, 17, 21}]","[]",4,14,"(19523,20086);(49061,49562);(193849,194417);(305157,306029);(631129,631744);(728971,729696);(894995,895675);(924376,924960);(1063796,1064744);(1198891,1199535);(1266274,1266919);(1267124,1267630);(1270217,1271010);(1271164,1271821)"
"[{1, 12, 17, 23}]","[]",4,3,"(822475,823337);(1121499,1122037);(1267131,1267852)"
"[{1, 12, 18, 21}]","[]",4,23,"(19523,20456);(163771,164278);(193829,194417);(397386,398007);(412318,412933);(599629,600207);(616069,616752);(725968,726801);(742175,742918);(774748,775356);(881386,881937);(894147,894678);(924464,925358);(1078305,1079036);(1168092,1168651);(1265585,1266135);(1268833,1269467);(1269678,1270231);(1270232,1270810);(1272944,1273809);(1559258,1559775);(2167363,2167875);(2191245,2191860)"
"[{1, 12, 18, 23}]","[]",4,2,"(522541,523041);(1004245,1004946)"
"[{1, 12, 21, 23}]","[]",4,3,"(305315,305819);(743339,743856);(1167811,1168625)"
"[{1, 17, 18, 21}]","[]",4,11,"(19679,20240);(80046,80585);(96261,97104);(305157,305826);(322913,323500);(508155,508656);(630818,631635);(726239,726827);(775356,775864);(821993,822493);(1151995,1152535)"
"[{1, 17, 18, 23}]","[]",4,5,"(96324,96846);(97792,98512);(146736,147304);(305135,305775);(823239,823750)"
"[{2, 5, 8, 12}]","[]",4,1,"(742600,743197)"
"[{2, 5, 8, 17}]","[]",4,3,"(5952,6462);(67732,68232);(441933,442438)"
"[{2, 5, 8, 18}]","[]",4,1,"(410884,411416)"
"[{2, 8, 9, 17}]","[]",4,1,"(256278,256788)"
"[{2, 8, 12, 17}]","[]",4,58,"(36190,36899);(49943,50460);(82977,83477);(95869,96456);(96457,97096);(97768,98287);(98678,99283);(114541,115041);(145756,146256);(161763,162365);(239022,239583);(255898,256828);(256829,257343);(288390,288940);(305318,305826);(410674,411265);(412223,412952);(413143,413725);(413726,414387);(426259,427284);(427285,428089);(428498,429282);(441548,442318);(443755,444705);(457658,458223);(458847,459497);(489869,490369);(508566,509090);(566527,567242);(645986,646506);(725608,726129);(726130,727433);(728947,729640);(742806,743306);(743307,744011);(775571,776448);(790766,791282);(822282,823061);(825071,825614);(894678,895586);(909722,910550);(924604,925157);(925280,926098);(956823,957660);(972056,972846);(987367,987977);(1033111,1033706);(1050715,1051412);(1076780,1077385);(1078186,1078686);(1090925,1091755);(1266072,1266597);(1268824,1269589);(1270218,1270945);(1273332,1273832);(1376810,1377324);(1501772,1502525);(2013202,2013868)"
"[{2, 8, 12, 18}]","[]",4,40,"(49049,49797);(64124,64731);(80621,81518);(113534,114221);(114489,115041);(193518,194264);(223999,224510);(256527,257429);(289333,289833);(305157,306029);(412471,413035);(413143,413662);(426259,427123);(427124,427730);(441582,442192);(444143,444705);(508398,509090);(599346,600153);(663568,664068);(726129,727022);(727700,728247);(759174,759785);(822313,822845);(909829,910355);(955834,956440);(987830,988719);(1078414,1079098);(1090716,1091540);(1092681,1093288);(1105646,1106152);(1153582,1154143);(1268012,1268561);(1268812,1269313);(1270007,1270730);(1271526,1272027);(1273157,1274206);(1274207,1275057);(1303391,1303930);(1545422,1546169);(1695501,1696346)"
"[{2, 8, 12, 21}]","[]",4,8,"(49157,49748);(256261,256788);(427106,427606);(443806,444419);(726136,726881);(729114,729640);(1105516,1106189);(2191139,2191860)"
"[{2, 8, 17, 18}]","[]",4,59,"(5654,6825);(33505,34187);(34188,34786);(35986,36590);(63995,64939);(65889,66558);(79812,80558);(80764,81518);(82689,83189);(96261,97104);(98618,99520);(114692,115318);(238838,239338);(256031,256828);(256829,257396);(272028,272756);(272971,273543);(288390,289240);(289333,289833);(290351,291189);(291190,291902);(305103,305896);(306619,307499);(322379,322879);(339595,340095);(340584,341309);(370207,370735);(426111,427017);(441683,442565);(442943,443599);(445120,445716);(460368,460873);(473369,474567);(475635,476320);(490745,491679);(491680,492284);(613839,614454);(630386,631237);(631238,631803);(646743,647286);(725818,727116);(727323,727824);(759155,759860);(822191,822784);(894605,895174);(909782,910434);(924265,925084);(925377,926151);(941051,941759);(957069,957836);(972034,972773);(988287,988846);(1050789,1051629);(1090925,1091755);(1105459,1106231);(1137347,1137859);(1266895,1267415);(1273323,1273832);(1278242,1278762)"
"[{2, 8, 17, 21}]","[]",4,3,"(49157,49867);(427163,427957);(726239,726808)"
"[{2, 8, 18, 21}]","[]",4,4,"(5672,6401);(49157,49748);(397749,398249);(443807,444419)"
"[{2, 12, 17, 18}]","[]",4,4,"(80776,81367);(114541,115041);(925381,926098);(1270174,1270724)"
"[{2, 17, 18, 21}]","[]",4,1,"(305103,305826)"
"[{5, 8, 12, 17}]","[]",4,6,"(98661,99199);(742447,742991);(759522,760159);(760160,760791);(775708,776957);(1198756,1199330)"
"[{5, 8, 12, 18}]","[]",4,2,"(80066,80621);(223591,224141)"
"[{5, 8, 12, 23}]","[]",4,1,"(775868,776376)"
"[{5, 8, 17, 18}]","[]",4,2,"(80040,80682);(322357,322917)"
"[{7, 8, 12, 17}]","[]",4,1,"(925280,925855)"
"[{7, 8, 12, 18}]","[]",4,4,"(599330,599830);(925307,925830);(972389,972922);(1274299,1274862)"
"[{7, 8, 17, 18}]","[]",4,3,"(80066,80585);(81308,81808);(925279,925788)"
"[{8, 9, 12, 17}]","[]",4,12,"(19552,20124);(458652,459152);(725551,726241);(823907,824410);(955216,955732);(1332670,1333521);(1362610,1363189);(1363540,1364040);(1407792,1408551);(1726631,1727175);(1739509,1740102);(1873484,1874121)"
"[{8, 9, 17, 18}]","[]",4,3,"(774915,775499);(924443,924994);(955216,955760)"
"[{8, 12, 17, 18}]","[]",4,207,"(5354,6094);(6278,6942);(19552,20456);(33064,33644);(36442,37004);(37166,38052);(48511,49350);(49351,50761);(51108,51974);(53474,53974);(63881,64939);(68311,69307);(80512,81570);(81571,82201);(82969,83790);(95679,97103);(97104,97862);(114151,115477);(116942,117722);(129576,130077);(131987,133089);(146166,146720);(161868,162933);(162934,163490);(165241,165806);(179939,180440);(193567,194611);(211509,212108);(223784,224788);(237939,238507);(238508,239935);(255945,256828);(256829,257396);(258409,259008);(271773,272570);(272995,273611);(276564,277090);(288390,289009);(289833,290573);(305157,305826);(321807,322591);(322592,323270);(324033,324618);(324619,325418);(339120,339773);(340575,341759);(354963,356197);(357470,358098);(371290,371818);(383929,384633);(397498,398051);(398221,398806);(411060,411560);(411561,412245);(412416,413286);(413287,414023);(426498,427123);(427124,428018);(428175,429025);(441528,442192);(442791,444383);(444512,445203);(445204,445961);(458609,459304);(474652,475236);(475237,476464);(490729,491307);(491753,492273);(492910,493423);(493655,494200);(495067,495662);(506966,507572);(508155,509090);(522094,522709);(522848,523610);(523753,524471);(599817,600540);(601380,601882);(613839,614481);(614482,615283);(617101,617601);(618144,618712);(619920,620420);(630424,632125);(633669,634335);(646039,646842);(646843,647754);(647755,648718);(663794,664299);(664573,665139);(666901,667585);(681130,681731);(694041,695078);(695370,696002);(708500,709348);(725304,727145);(727146,728101);(728102,728753);(728945,729880);(730568,731390);(741988,743873);(743874,744984);(745375,746133);(748012,748512);(759068,760287);(760909,761409);(762096,762818);(774750,776508);(777215,778085);(790509,791624);(791812,793099);(807134,807778);(807779,809234);(822404,823239);(823240,824282);(894165,895188);(895189,896123);(896406,896976);(897746,898310);(909590,910509);(910510,911341);(911342,911974);(924097,925283);(925284,926112);(926113,927398);(929935,930528);(940090,940693);(940778,942192);(942193,942789);(955704,956531);(956618,957555);(971227,972158);(972159,973038);(987460,987976);(987977,988629);(988630,989559);(1003552,1004420);(1004612,1005281);(1005282,1006153);(1063674,1065119);(1076595,1077489);(1077567,1078067);(1078175,1079435);(1090716,1091988);(1091989,1092823);(1092824,1093785);(1093786,1094394);(1094395,1095066);(1095240,1095760);(1105445,1106345);(1107142,1108475);(1110760,1111260);(1121201,1122005);(1122006,1122792);(1122793,1123319);(1136508,1137032);(1137369,1138225);(1138753,1139709);(1153494,1154124);(1155310,1155846);(1168084,1168923);(1183504,1184540);(1184683,1185255);(1185573,1186108);(1198867,1199440);(1213065,1213624);(1264277,1264868);(1265622,1266178);(1266274,1267341);(1267767,1268520);(1269467,1271649);(1272293,1273075);(1273275,1274311);(1274312,1275094);(1303519,1304633);(1305287,1305911);(1317829,1318448);(1331422,1332108);(1332374,1333521);(1346051,1346588);(1361713,1362611);(1362612,1363261);(1392433,1393108);(1408170,1408957);(1421983,1422504);(1473886,1474423);(1501157,1501940);(1501941,1502834);(1515446,1516260);(1530810,1531510);(1559695,1560218);(1639360,1640389);(1653721,1654313);(1681047,1681810);(1695510,1696346);(1710250,1711272);(1711916,1712486);(1725013,1725656);(1830732,1831251);(1845320,1845847);(1859403,1860193);(1900596,1901471);(1914619,1915128);(2012971,2014071);(2039315,2039858);(2108308,2108840);(2180772,2181272)"
"[{8, 12, 17, 21}]","[]",4,47,"(5095,6258);(19630,20510);(49061,49562);(49943,50525);(81300,82025);(96942,97826);(114473,115008);(161967,162495);(179965,180644);(193567,194417);(255898,256788);(305157,306029);(339266,340198);(371313,371818);(427721,428611);(442675,443506);(443806,444512);(599719,600366);(630418,631290);(647726,648226);(726108,727013);(729086,729822);(743188,744384);(759342,759883);(808416,809126);(822228,823024);(894846,895675);(895676,896314);(924376,925085);(925272,926380);(988270,988877);(1063674,1065032);(1077255,1077759);(1078618,1079245);(1090831,1091548);(1092028,1092573);(1092943,1093702);(1105516,1106128);(1138093,1138845);(1153879,1154389);(1183884,1184430);(1198891,1199642);(1267193,1267756);(1270039,1270539);(1271111,1271821);(1273340,1273889);(2191139,2191795)"
