pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{1, 3}]","[]",2,1,"(0,989984)"
"[{1, 4}]","[]",2,276,"(2,591);(2000,2725);(4407,4907);(9304,10008);(10105,10638);(13737,14450);(18186,18769);(18954,19547);(19548,20500);(28240,28793);(28938,29513);(34848,35404);(48658,49484);(53405,53911);(59504,60099);(69685,70186);(72786,73325);(82805,83419);(102415,103413);(103897,104825);(109696,110297);(114167,114693);(116924,117526);(125223,125724);(126890,127796);(130273,130940);(133318,133883);(134850,136098);(136283,136898);(140365,141131);(142311,142907);(143485,144016);(144587,145163);(148986,149577);(152424,152986);(163144,163858);(167372,167958);(170712,172058);(172059,173332);(179119,179619);(180494,181026);(185340,186318);(186986,187624);(188460,189045);(190636,191136);(191137,191715);(193479,194179);(194846,195346);(195960,196796);(198612,199308);(202091,202610);(207947,208618);(209001,209501);(211759,212741);(212742,213427);(222396,223168);(223653,224423);(225972,226562);(227335,227988);(227989,229747);(236779,237307);(242093,242609);(254096,254620);(256409,257013);(258116,258902);(259031,259939);(262801,263426);(263779,264636);(273248,273752);(275306,276061);(277084,277625);(281452,281966);(281967,282848);(283993,285109);(287243,288057);(291443,292345);(294357,295243);(296343,297381);(298924,299524);(304578,305461);(307839,308612);(312001,312844);(323782,324625);(331275,332016);(332017,332811);(334426,334941);(336884,337428);(340794,341413);(342250,342766);(343479,344039);(347462,348266);(350238,350905);(350906,351416);(357843,358589);(359660,360283);(360949,362065);(369299,369939);(371268,372206);(372207,373447);(373629,374290);(381612,382654);(391934,392839);(393150,394749);(396924,397772);(398767,399304);(401758,402623);(408097,408640);(413141,414149);(415521,416213);(417959,418785);(418900,419768);(421336,421836);(429981,430503);(441484,442703);(453715,454726);(457995,458555);(459275,459937);(466702,468051);(471117,471637);(471638,472539);(473945,474655);(475352,475852);(477147,477724);(478626,479194);(479195,479719);(482638,483346);(483856,484411);(484528,485028);(485029,485883);(485963,486575);(487898,488812);(490315,490905);(498132,498999);(499304,499804);(503844,504345);(504346,505140);(505580,506492);(506670,507381);(508746,509600);(512683,513484);(517693,518318);(529018,529665);(532765,533497);(536166,536751);(538630,539139);(540109,540628);(551974,552499);(552500,553718);(553719,554239);(554879,555442);(557096,557659);(558520,559046);(559047,559931);(562944,563891);(570339,571209);(574948,575469);(577028,577694);(579070,580155);(587058,587558);(588467,589124);(589927,590807);(592608,593181);(594562,595414);(597604,598242);(601722,602283);(611672,612514);(614553,615070);(616447,617065);(618658,619456);(621870,622614);(633804,634563);(636534,637094);(637885,638567);(644470,645145);(653510,654452);(657441,657980);(660686,661225);(663941,664531);(670784,671582);(675860,676858);(681856,682433);(682434,683173);(683528,684455);(685248,685812);(687435,688316);(688479,689182);(693357,694221);(695425,696491);(704022,704522);(707567,708216);(709887,710441);(714283,715122);(719063,719563);(719564,720363);(721918,722423);(723278,724349);(729004,729871);(729872,730680);(735830,736511);(741375,742178);(746337,746859);(746860,747418);(751965,752493);(756050,756634);(764200,764846);(766486,767077);(768139,768805);(768937,770074);(776445,777024);(782140,782653);(782654,783645);(785673,786173);(788735,789911);(789912,790659);(790854,791534);(792315,793059);(794701,795393);(797334,797942);(801720,802249);(812099,813135);(813339,813925);(815400,816283);(816567,817080);(819149,819689);(823928,824526);(825458,826003);(827366,828375);(830685,831400);(835489,836080);(836550,837074);(840810,841603);(846573,847092);(849425,850096);(850750,851375);(853789,854330);(857844,858405);(861905,862576);(864393,864894);(866713,867546);(870194,870812);(872761,873426);(880380,881096);(882222,882761);(884515,885130);(885582,886348);(888773,889273);(889889,890459);(893858,894395);(896166,897752);(900940,901924);(903476,904384);(907700,908448);(921478,922424);(924295,925039);(925190,925731);(925960,926621);(927587,928404);(938858,939360);(939912,940412);(942341,942858);(951609,952327);(952577,953107);(958821,959401);(959402,960168);(961126,961754);(965272,965896);(968296,969082);(969146,970265);(970813,971727);(973247,974051);(978060,978560);(982047,983000);(983001,984122);(985973,986605);(986606,987201);(987247,987876)"
"[{1, 6}]","[]",2,1,"(2,989976)"
"[{1, 7}]","[]",2,663,"(2,1236);(1859,2576);(2577,3406);(3824,5370);(5371,6069);(6070,6657);(7201,7766);(8398,11009);(11452,12358);(12692,14540);(14541,16037);(16038,17092);(17093,18179);(18180,18786);(18787,21247);(21791,22976);(22977,23909);(23987,25298);(25457,26542);(26543,27136);(27137,27802);(27803,29164);(29819,32318);(32319,35626);(35627,37713);(37714,38352);(38353,39053);(39054,39718);(39719,41438);(41439,42567);(42568,44516);(45227,46210);(46211,47321);(47492,49001);(49120,50015);(50212,51698);(51699,52262);(52263,53077);(53078,54705);(54706,56148);(56867,57728);(58304,58905);(59346,60831);(60832,61906);(62201,63397);(63950,64680);(65047,66041);(66147,67133);(67134,67859);(68484,69025);(69026,69873);(69874,70374);(71195,71734);(71735,72459);(73128,74334);(74524,75262);(75263,75962);(75963,77071);(77072,78214);(79445,80297);(80298,81243);(81401,81923);(81924,82804);(82805,85887);(86269,87155);(87156,88250);(88251,89199);(89324,89891);(90116,91918);(91919,92538);(92790,93764);(93765,94853);(94854,96517);(97326,98130);(99900,101123);(101432,102295);(102296,102929);(103037,104071);(104151,105539);(105540,107280);(107382,108480);(108481,109308);(109723,111267);(111268,111898);(111899,113053);(113199,113707);(113945,116356);(116566,117802);(117803,118573);(119765,120463);(122638,123661);(123662,124661);(124662,127200);(127201,128369);(128545,129420);(131637,132675);(133057,134588);(134589,135847);(135975,136524);(136644,138052);(138178,139180);(139716,140893);(140894,141550);(142382,143983);(143984,145277);(145278,147223);(147224,147983);(147984,149341);(151441,152339);(152660,153666);(153667,155950);(156106,156630);(157705,158210);(159405,159905);(159906,160774);(160775,161396);(161397,161999);(162210,165727);(165728,166725);(166726,169084);(169085,170563);(171572,172816);(172934,174085);(174086,174807);(174808,175544);(176204,176721);(176722,177598);(177599,178758);(178759,179733);(180545,181085);(181086,181729);(181730,183070);(183071,183927);(183928,185955);(186068,187183);(187399,188140);(188141,189546);(189547,190838);(190839,191394);(191395,191950);(192256,193233);(193416,194689);(195052,196418);(196419,198279);(200693,201940);(202049,202573);(202574,203891);(204368,205728);(205729,206537);(207283,207844);(207845,208833);(209677,211066);(211636,212193);(212325,212873);(212874,213762);(213763,214664);(215300,215840);(215841,217263);(217993,218679);(218680,221976);(222164,223186);(224184,224945);(225153,226570);(226571,227964);(230147,230735);(231885,233413);(234070,235210);(235211,236080);(236355,238559);(238560,239825);(240032,240879);(241117,241617);(241618,242686);(242913,245636);(245637,246796);(246797,247451);(247452,248256);(248257,249325);(249480,252542);(252543,253286);(253633,254138);(254139,255597);(256949,257503);(257977,258597);(258707,259252);(259253,259843);(260051,261165);(261651,263094);(263095,263961);(263962,265036);(265037,266590);(267290,267807);(268034,268593);(268923,269605);(269763,270289);(270290,271011);(271012,271870);(271871,272617);(272747,273787);(274123,276694);(276695,277598);(277663,279417);(279418,280833);(281625,283108);(283109,284373);(284374,285448);(285642,287989);(288138,289990);(290567,291584);(291585,292322);(292323,293207);(293208,296686);(296687,297656);(297657,298407);(298901,299647);(299862,302459);(302666,305272);(305582,307355);(307557,308561);(308562,310350);(310351,311126);(312332,313449);(313450,314506);(314507,315357);(315358,317865);(317940,318466);(318467,319737);(320353,321845);(321846,322575);(322576,323382);(325411,326398);(326399,328153);(328154,328986);(328987,329730);(329731,330821);(331272,332877);(333445,334997);(334998,338041);(338042,339678);(341012,342255);(342256,342817);(343284,343883);(344009,345169);(345170,347894);(348346,351141);(351142,352590);(352591,353680);(353900,354533);(354534,355063);(355254,356013);(356014,359134);(359135,360949);(360950,362226);(362462,363315);(363456,364373);(364455,364955);(365415,366270);(366271,367418);(367968,368736);(368737,369397);(369398,370726);(371462,372901);(372902,375776);(376052,377642);(377757,380461);(380462,381077);(381078,382884);(383081,384173);(384174,385558);(386458,387815);(388010,388989);(388990,390203);(390742,392372);(392599,393426);(393826,394894);(395420,396305);(397047,398069);(398203,399144);(399507,400410);(401066,401758);(401759,402650);(402877,404622);(404623,405308);(406597,408157);(408261,409314);(409315,409917);(410059,411932);(412134,413678);(415244,416327);(416473,417515);(417516,418866);(418867,419768);(420466,423042);(423043,424781);(425436,427040);(427041,427622);(427623,429274);(429935,430466);(430467,431120);(431121,434200);(434776,435298);(436291,437199);(437200,438059);(439891,440467);(440468,441771);(442187,444548);(444697,445197);(445691,447180);(447334,448480);(449307,450193);(450194,451417);(451418,452613);(453521,454801);(454802,455873);(456152,457816);(458027,458615);(459187,460183);(460321,461266);(461967,462757);(463472,466073);(466074,466825);(467098,468128);(470390,472730);(475434,475970);(475971,477319);(477320,478610);(478707,479220);(479221,480247);(481123,482401);(482402,485240);(485241,486301);(486535,487073);(487074,489184);(489185,489927);(490258,492194);(492195,492885);(494579,495559);(496745,497446);(497447,498676);(498677,499860);(499861,500781);(501702,502731);(503263,505608);(505609,506938);(506939,507445);(507446,508870);(508871,511267);(511268,512010);(512284,515030);(515031,516280);(516281,516873);(517015,518740);(518741,521305);(522606,523681);(523682,525055);(525056,526576);(526577,528896);(529083,529835);(529836,530399);(530400,531333);(531858,533725);(533987,535038);(535039,535707);(535708,536873);(537070,538881);(538882,540253);(540386,541089);(541330,543400);(543401,544349);(544509,545756);(545757,546669);(546670,547552);(547553,548379);(548380,550762);(550763,551410);(551545,553808);(554595,555877);(555878,556716);(556871,557382);(557383,558081);(558301,558939);(558940,559773);(559774,560582);(563073,565758);(566648,567364);(567365,568270);(568271,568888);(568889,570082);(570728,572619);(573194,574024);(574404,575447);(576092,576760);(576802,577324);(577624,578472);(578473,580457);(580458,581142);(581846,583087);(583691,585178);(585179,587062);(587063,588975);(588976,590450);(590779,592253);(593850,596672);(597406,598132);(598781,599427);(599428,599935);(600955,601702);(602468,603792);(603793,605083);(605264,607015);(608282,610372);(610373,611238);(611438,612606);(612992,613819);(613820,615080);(615081,616249);(617828,618574);(618575,620356);(620357,622241);(622407,623355);(624087,624610);(624611,626653);(626888,627425);(627426,629392);(629613,631272);(631273,632805);(633090,635721);(636441,637631);(637632,638618);(638619,639740);(639826,641637);(641638,643681);(644263,645267);(645268,648113);(648214,650276);(650277,651137);(653031,653710);(654433,655016);(655017,656634);(657322,658519);(658520,659202);(660011,660826);(660827,661767);(662431,663531);(663709,664817);(664818,665656);(665796,667017);(667152,668665);(668666,670095);(670683,671357);(673510,674030);(674208,675281);(675807,676534);(676535,678468);(678469,679351);(679537,681884);(681885,683205);(683627,684355);(684997,686068);(687145,687745);(687746,688536);(688537,689433);(690571,692098);(692099,693176);(693330,694550);(695760,698025);(698026,698780);(698781,699944);(699945,700479);(701158,701750);(702349,703723);(704479,705853);(706451,706980);(707051,707551);(707552,708439);(708440,709099);(709100,710478);(711101,712205);(712206,714531);(714959,716049);(716050,717628);(718539,719476);(719477,720204);(720364,720871);(720872,721542);(722144,723276);(723277,725291);(725292,728428);(728429,729110);(729111,730062);(730406,731269);(731270,732262);(732813,733386);(734508,735343);(735344,737246);(737247,737973);(737974,738756);(739476,741025);(741026,742090);(742245,743860);(744453,747158);(747159,748805);(748806,749632);(750246,751223);(751224,751778);(752344,753081);(753882,755054);(755055,755683);(755684,757982);(757983,758936);(758937,760678);(761241,762317);(762318,763283);(763284,763836);(763837,765021);(765022,765721);(765722,768259);(768260,768825);(769046,770158);(770233,771263);(771264,773274);(773275,774023);(774791,775472);(775473,776478);(776727,777235);(777323,778649);(779411,780452);(781570,782630);(782751,784494);(784495,785333);(785620,786918);(787206,787759);(787760,788553);(788554,789608);(789609,790403);(790404,791108);(791298,791859);(791860,792584);(792585,794379);(794561,795325);(795326,798371);(798372,801296);(801297,803348);(803349,804244);(804322,804882);(804883,806132);(806328,806996);(807159,808032);(808033,808600);(808936,810600);(810706,811384);(811385,812103);(812104,812813);(812814,814702);(814861,816149);(816150,817315);(817449,818355);(818356,818883);(818884,819727);(819728,820366);(820367,821667);(821836,822476);(823157,824105);(824106,825170);(825638,827828);(829457,832836);(833835,835596);(835597,836621);(836622,838400);(839590,840800);(840801,842527);(843748,845072);(845073,846052);(847473,848487);(848488,849120);(849281,849808);(849809,851632);(851782,853133);(853416,855361);(855562,856349);(856350,857190);(857326,858209);(858478,860000);(860001,861149);(861150,862147);(862148,863602);(863764,864761);(864762,865898);(865899,867873);(867874,869089);(869240,870803);(870804,875124);(875125,876112);(876113,877081);(877082,877869);(877870,878939);(878940,881493);(881494,883353);(883354,883968);(884651,885869);(885870,888083);(889990,890740);(891424,892974);(892975,899683);(899806,900775);(900776,902194);(902319,903468);(904669,905179);(907104,908448);(908449,909677);(909878,911541);(911542,912730);(912731,913243);(913398,917226);(917471,919242);(919243,920057);(920058,920742);(920743,921682);(922429,923110);(923654,924272);(924472,925432);(927438,928171);(928172,928672);(928673,929618);(930012,932175);(932176,933109);(933110,935045);(935046,935816);(937095,940073);(940074,943043);(943600,944661);(944662,945277);(945278,946079);(946080,948727);(948728,949897);(949898,950561);(950562,952010);(952610,954025);(954245,955055);(955056,956153);(956781,957783);(957784,958523);(958739,960601);(960602,962060);(962212,964419);(965099,966743);(966863,968313);(968314,970136);(970137,971017);(971018,971876);(971877,972868);(972869,973562);(973920,975309);(975521,976171);(976172,976858);(977154,977770);(977840,978965);(978966,982157);(982285,983323);(984003,984525);(984526,985755);(985756,987454);(987455,989973)"
"[{1, 11}]","[]",2,1,"(5,989948)"
"[{1, 14}]","[]",2,1,"(211448,212003)"
"[{1, 25}]","[]",2,5,"(360203,360713);(374989,375510);(530454,530954);(744265,744798);(750905,751406)"
"[{1, 27}]","[]",2,633,"(11,550);(551,1070);(2577,3674);(5371,6069);(7162,8130);(8485,9537);(9736,10717);(11609,12296);(12980,13888);(13889,14474);(17779,18849);(18850,19610);(20699,21512);(21693,22252);(22253,22976);(23245,23909);(24147,25461);(25581,26542);(26851,27774);(27865,29153);(29154,31189);(31190,31965);(32158,32682);(32683,33240);(33241,34584);(34863,35603);(36553,38300);(38301,38964);(38965,40390);(40529,41513);(42320,43462);(43463,44715);(45936,46847);(47576,48779);(48780,49438);(50178,51344);(51507,52007);(52008,52551);(53268,54494);(54495,55040);(56357,56976);(56977,58129);(58298,58923);(59617,60988);(62149,62651);(63190,63754);(63755,64443);(65178,66041);(66042,66950);(69034,69872);(69965,70670);(71805,72445);(73576,74305);(75162,76388);(78733,80312);(80313,81190);(81885,82577);(82752,83803);(84844,86035);(87156,87658);(90747,91746);(92399,93664);(93840,94340);(96016,96517);(99429,101052);(103327,103857);(103858,104480);(104481,105456);(105637,106820);(108215,109308);(110776,111672);(113054,113792);(114999,115515);(115693,116991);(116992,117846);(118425,118945);(118946,119461);(121631,122265);(123462,124000);(124487,125126);(125796,126486);(127200,128199);(130702,131506);(133227,134429);(134687,135975);(137323,138075);(138236,139102);(141310,142060);(142694,143253);(143350,145025);(146268,146829);(147710,148722);(149712,150539);(151114,152339);(153247,154703);(157407,157955);(158440,158944);(159775,160587);(163156,163970);(163971,164566);(164567,165511);(166662,167212);(167384,167920);(169084,170955);(172936,173675);(173676,174621);(176204,176758);(176909,178708);(178709,179402);(181926,182855);(182856,183790);(183908,184409);(184983,185921);(187527,188032);(188033,188954);(188955,189755);(189756,190433);(190729,191595);(194076,194831);(195257,196418);(196612,198866);(200986,201567);(202335,203614);(203615,204576);(205159,205843);(206044,206656);(206657,207489);(207717,208923);(209744,210447);(211473,212261);(212772,213485);(213753,214543);(216966,217585);(218012,218520);(218810,219418);(219560,221022);(221023,221654);(221797,222683);(223896,225015);(225200,225891);(225892,226764);(226765,227507);(233841,235403);(235868,236503);(236504,237342);(240147,240998);(241866,242725);(243457,244120);(244121,245335);(247452,248080);(248081,249139);(250572,251153);(251904,252478);(252479,253156);(254138,255568);(255767,256798);(257054,257977);(258598,259293);(259294,259894);(260051,261020);(261443,262386);(262601,264154);(265217,265894);(268548,269255);(270395,271121);(271697,272671);(272754,273643);(274442,275093);(275094,275812);(275813,276530);(281622,282753);(283037,283546);(283547,284254);(284255,285311);(285993,287367);(288713,289330);(289331,289890);(292942,293512);(293513,295452);(295453,296328);(296329,297656);(297657,298399);(298802,299613);(299614,300367);(300468,300973);(301088,302016);(302151,302666);(302821,303728);(303729,304588);(304589,305196);(305705,307425);(309289,311336);(312118,313205);(313552,314506);(315243,316094);(316095,316696);(316697,317344);(317345,317854);(318889,320553);(320554,321885);(321886,322579);(323130,323634);(324588,325159);(325312,326030);(326345,326845);(326846,327684);(327985,328721);(328722,329665);(330275,330821);(331225,332691);(333415,334067);(334068,334894);(335156,336693);(337389,338041);(338741,339362);(340606,341333);(344545,346108);(346723,347572);(349123,350412);(351763,353518);(353900,354584);(354585,355092);(355254,355920);(355921,356686);(356687,358132);(358133,358847);(359501,360591);(360893,361878);(361879,362605);(362606,363273);(366271,366816);(368426,369334);(369543,370721);(371478,372690);(372988,373629);(373859,375876);(376555,377165);(378299,378920);(379509,381077);(381890,382849);(383051,383679);(383680,384289);(384906,385476);(387288,388044);(388914,389889);(390685,391880);(391881,392493);(394223,394814);(395359,396257);(397181,398221);(399448,400061);(400062,400676);(401450,402581);(402582,404393);(404466,404966);(405594,406146);(406351,407339);(407340,408229);(408230,408883);(408957,409889);(410135,410635);(410820,411905);(413458,414067);(414068,414790);(415385,416671);(416672,417515);(418033,419016);(420073,420702);(420925,421595);(421596,422371);(423593,424400);(425670,427170);(427171,427755);(427756,428533);(428534,429318);(430805,431691);(432281,433697);(434761,435282);(436276,436903);(437259,437900);(440777,442003);(443070,443711);(444461,445197);(445198,445777);(445778,446609);(447428,448457);(449209,449743);(450487,451194);(451195,452613);(454014,454948);(454949,455859);(458418,458925);(458926,460210);(460907,461739);(463713,464564);(465218,466082);(467479,468242);(469635,470279);(472260,472789);(477488,478760);(478992,480378);(481123,481741);(481742,482253);(482401,482928);(482929,484060);(485453,486293);(487268,489044);(489887,490530);(490531,491491);(491492,492091);(492092,492724);(493097,493643);(493644,494241);(495289,496149);(496150,498089);(498676,500439);(504160,504863);(505354,507092);(507093,507826);(507827,508870);(508871,510210);(510211,511724);(512241,514270);(515031,516144);(516591,517302);(517303,518244);(518900,519679);(519935,520546);(522938,523681);(523887,524719);(524720,525335);(525826,526485);(526486,527457);(527458,528475);(528695,529206);(530359,531020);(531306,531846);(532504,533165);(534487,535038);(535039,535991);(535992,536684);(537121,538057);(539157,540386);(540387,540919);(541680,542208);(542209,543086);(543087,544105);(544797,545636);(546658,548105);(549079,550011);(550012,550725);(550726,551312);(552492,553234);(553235,553950);(554706,555877);(556959,557491);(557492,558039);(559008,559554);(559645,560190);(561245,562370);(563123,563629);(563754,564255);(564256,564821);(564952,565537);(566522,567063);(567470,568363);(568908,570372);(570559,571162);(572695,573281);(573282,574026);(574319,575543);(575544,576515);(578602,579655);(579656,580513);(581409,582017);(582185,582800);(583481,584357);(585653,586169);(586814,587481);(587482,588865);(588866,589596);(590799,592253);(593874,596044);(598722,599396);(600929,601536);(602548,603077);(604153,604878);(608455,609740);(610325,611791);(614064,615080);(617089,617716);(619516,620356);(621414,622355);(624016,624516);(625250,626094);(627138,627682);(627683,628598);(628599,629855);(629856,630980);(631230,632391);(632392,632945);(633215,634004);(634005,634722);(634723,635351);(636370,638618);(640792,641587);(641735,642267);(642268,643745);(644472,645126);(645629,646140);(646141,646890);(646891,647883);(648949,649619);(650241,651234);(655076,655969);(658912,659462);(659463,660198);(660199,660976);(661653,662430);(662431,663237);(663848,664586);(665656,667280);(667281,668107);(668206,668787);(668788,669447);(670766,671739);(671740,672454);(673381,674232);(674459,675814);(675815,676534);(676535,678244);(678468,679098);(679992,680588);(680589,681884);(685304,686068);(687613,688116);(688117,688745);(689975,690614);(690800,691860);(692140,693306);(693307,694207);(695598,696288);(696289,697009);(697138,698763);(698764,699808);(701379,702365);(702366,703392);(703393,704093);(705462,706414);(707418,708320);(708421,708928);(709310,710631);(710746,712076);(712366,713031);(713371,714618);(714619,715370);(716027,717310);(717628,718552);(719392,720298);(720299,721476);(721477,722143);(722144,723359);(723360,723991);(723992,725411);(726316,727393);(728733,729630);(730225,731114);(732565,733271);(734175,735239);(736116,736884);(737046,737766);(739355,740682);(741302,741825);(741826,742873);(742874,743378);(743379,744846);(746012,746679);(746680,747250);(747822,748805);(750213,751020);(752454,752997);(754248,754795);(754796,756090);(756091,756751);(757475,758142);(758143,758936);(758937,760646);(761520,762252);(762253,763229);(764299,764806);(765867,767409);(767410,768191);(768362,768862);(769070,769648);(771542,772521);(772522,773293);(773294,774023);(774698,775783);(775784,776463);(777955,778881);(779536,780144);(781570,782143);(782144,782751);(783314,784197);(784198,784815);(785664,786234);(786395,786895);(786896,787556);(788188,789338);(790080,790981);(791551,792292);(792584,794122);(796138,797560);(797659,798175);(799164,799674);(799675,801296);(801297,802351);(806328,806828);(809127,810928);(812195,812862);(813690,814617);(815693,816320);(816321,817136);(817822,818355);(818727,820370);(821837,822457);(823615,824129);(826233,826970);(826971,827981);(830049,831444);(831663,832577);(832578,833400);(833401,834161);(834162,835554);(836595,837881);(838880,839802);(840706,841665);(843297,844737);(844884,845944);(845945,846746);(847053,847913);(849749,850589);(850590,851244);(852160,852691);(853611,854614);(854615,855489);(855490,856303);(856821,858208);(858385,859106);(859457,860401);(860402,861353);(861354,862141);(862645,863575);(864821,866102);(866103,867427);(868207,869055);(869235,870754);(871238,872187);(872188,872972);(872973,874529);(874530,875183);(875184,876112);(876113,877112);(878676,881417);(882026,882528);(884231,885613);(886442,887253);(887254,888336);(891202,891885);(892059,892895);(892896,894729);(895308,895965);(895966,896638);(897223,897802);(897923,898564);(898565,899485);(899486,900318);(900591,902059);(902335,903181);(906340,907185);(907678,908375);(908376,909328);(910044,911715);(911716,912228);(913157,914465);(914466,916519);(916520,917292);(917966,918556);(918557,919117);(919118,919973);(919974,920754);(923654,924154);(925684,926184);(926185,926796);(927134,927685);(928581,929542);(930324,930903);(932452,932982);(933336,933912);(933913,934574);(936429,937114);(938123,939881);(939882,940506);(940696,941523);(941524,942206);(942207,943115);(943633,944651);(945287,946091);(948357,949281);(950527,952202);(952521,953707);(954269,954794);(955568,956414);(956415,957301);(958842,959765);(961056,962375);(963485,964252);(965145,966492);(967325,968058);(968313,969121);(969282,970085);(971224,971863);(971864,972395);(972396,973562);(974744,975290);(978021,978808);(979200,980920);(981067,982165);(982769,983446);(983962,984534);(984646,985771);(985967,987191);(987836,988786)"
"[{1, 40}]","[]",2,24,"(41134,41718);(77152,77653);(201054,201666);(254189,254966);(282370,282928);(293330,293922);(296621,297233);(316784,317429);(399472,400293);(410189,410828);(563006,563761);(618108,618632);(658001,658501);(659766,660269);(697859,698575);(708278,708952);(743902,744402);(758645,759145);(848694,849357);(861183,862147);(952806,953530);(954166,954899);(955244,955745);(988890,989470)"
"[{1, 55}]","[]",2,151,"(22925,23921);(28157,28693);(30167,30684);(33967,34501);(38424,38977);(39165,39776);(40925,41735);(43635,44421);(62013,62591);(65665,66174);(76080,76585);(80201,80701);(90363,90934);(95490,96264);(103602,104308);(124462,125495);(128603,129228);(135420,136122);(158138,158692);(180140,181026);(185801,186374);(200400,201171);(204583,205100);(211226,211832);(217219,217778);(217882,218420);(220419,221205);(221431,222357);(222358,222864);(225734,226235);(228510,229285);(234352,234852);(257503,258102);(261328,261937);(263832,264584);(270949,271489);(273394,273918);(282558,283454);(286956,287691);(290031,290585);(296742,297272);(305728,306297);(308886,309754);(311389,311889);(314830,315407);(333914,334722);(338310,339051);(346519,347124);(351738,352270);(354923,355477);(357064,357648);(366937,367715);(379904,380546);(380547,381362);(385812,386369);(393440,394164);(400122,400622);(405442,406012);(408335,408972);(417739,418393);(433130,433646);(441308,442071);(445229,446289);(455268,455933);(457222,457723);(460386,461309);(465927,466431);(481658,482172);(484855,485355);(494657,495435);(495436,496044);(498657,499162);(505280,505834);(507581,508411);(519583,520447);(522041,522606);(544199,544723);(545306,545816);(545948,546448);(547450,548021);(549793,550330);(551691,552411);(556689,557453);(562599,563145);(563650,564631);(566753,567520);(574349,574871);(582424,583115);(591879,592379);(600798,601500);(610145,611035);(620076,620685);(629889,630611);(639770,640312);(640313,640843);(651441,651951);(654289,654919);(660156,660753);(662420,663489);(670403,671067);(672592,673092);(675750,676302);(695663,696628);(702496,703026);(714951,715809);(721200,721991);(722862,723406);(728786,729319);(739868,740983);(747058,747586);(748643,749271);(752604,753164);(753165,754083);(767103,767761);(772056,772837);(772838,773470);(774092,774697);(776911,778013);(783631,784131);(785309,785875);(788892,789418);(792868,793370);(793371,794200);(795377,795920);(796028,796715);(802761,803449);(803450,804094);(807741,808575);(809696,810235);(815453,816318);(820248,820843);(839752,840476);(845137,845689);(849000,849655);(849995,850538);(865105,865757);(871976,872553);(873229,873893);(876995,877682);(880954,881459);(898990,899709);(901712,902216);(918383,918883);(918884,919386);(922857,923570);(929040,929542);(946735,947349);(957928,958428);(958718,959275);(964312,965080);(979729,980588)"
"[{1, 56}]","[]",2,10,"(333158,333857);(349896,350412);(485172,485723);(526637,527151);(575921,576602);(589171,589769);(647064,647564);(776703,777203);(915260,915760);(945950,946451)"
